School Code,School Name,School Type,Sch type - reg/ VJ,School Shift,Nov 1,Nov 2,Nov 3,Nov 4,Nov 5,Nov 6,Nov 7,Nov 8,Nov 9,Nov 10,Nov 11,Nov 12,Nov 13,Nov 14,Nov 15,Nov 16,Nov 17,Nov 18,Nov 19,Nov 20,Nov 21,Nov 22,Nov 23,Nov 24,Nov 25,Nov 26,Nov 27,Nov 28,Nov 29,Nov 30
3911912690,Utkarsh Senior Secondary School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
5594611487,Navchetna Model School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
5722258936,Sankalp High School,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
8704911942,Gyan High School,Once in two weeks,Regular school,Single shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
5901570250,Pragati Senior Secondary School,Weekly,Vidya Jyoti school,Double Shift,V,,,,,-,-,,V,,,,-,-,V,,,,,-,-,,V,,,,-,-,,
8969922229,Jyoti Academy,Two days a week,Regular school,Single shift,V,,,V,,,-,V,,,V,,,-,V,,,V,,,-,V,,,V,,,-,,
4667011036,Aarohan Senior Secondary School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
8535476020,Vidya Model School,Once in two weeks,Regular school,Single shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
8620196508,Vidya Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
7983281593,Shanti Academy,Two days a week,Regular school,Single shift,V,,,,V,,-,V,,,,V,,-,V,,,,V,,-,V,,,,V,,-,,
9580660513,Vidya Academy,Two days a week,Regular school,Double Shift,V,,,,,V,-,V,,,,,V,-,V,,,,,V,-,V,,,,,V,-,,
8308648126,Saraswati Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
6832024337,Vidya Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
4035548077,Navchetna Model School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
6263315277,Utkarsh Senior Secondary School,Daily,Vidya Jyoti school,Single shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
5221960752,Shanti High School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
2461045108,Saraswati Vidyalaya,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6205633867,Pragati Academy,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
4975650941,Saraswati Academy,Two days a week,Regular school,Single shift,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,,
6743106706,Aarohan Public School,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
4529405355,Sankalp Model School,Weekly,Vidya Jyoti school,Double Shift,V,,,,,-,-,,V,,,,-,-,V,,,,,-,-,,V,,,,-,-,,
2307624708,Sankalp Vidyalaya,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
6125424363,Adarsh Model School,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
7922014059,Vidya Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,V,,,,,-,,,,,,,-,,
8366360691,Shanti Vidyalaya,Once in two weeks,Regular school,Double Shift,,V,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
9467598640,Shanti Model School,Once in two weeks,Regular school,Double Shift,,V,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
8347784552,Shanti Academy,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
5479579372,Adarsh High School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
4892325769,Saraswati Model School,Weekly,Vidya Jyoti school,Double Shift,,,,V,,-,-,,,,,V,-,-,,,,V,,-,-,,,,,V,-,-,,
6050013763,Sankalp Vidyalaya,Two days a week,Regular school,Single shift,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,,
4430268895,Adarsh Academy,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6923375360,Saraswati Model School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
9207109535,Aarohan Public School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
2495783739,Pragati Model School,Once in two weeks,Regular school,Single shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
9320586614,Adarsh Public School,Weekly,Regular school,Double Shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
7060141312,Gyan Model School,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
6729637229,Adarsh Public School,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
6556863623,Ujjwal Public School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
3653545434,Aarohan Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
6410762297,Saraswati Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
1270791088,Jyoti Public School,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,,,,V,-,-,,
4739337057,Shanti Vidyalaya,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,,-,-,,,,,V,-,-,,V,,,,-,-,,,,,,-,-,,
1237147838,Shanti Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
5617897253,Adarsh Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
6762254298,Shanti Public School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
2956164911,Ujjwal Academy,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
7199176882,Utkarsh Academy,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
3336344164,Sankalp Vidyalaya,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
4045161595,Aarohan Model School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
2683983546,Saraswati Vidyalaya,Once in two weeks,Vidya Jyoti school,Single shift,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,
7020200018,Aarohan Academy,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
6525457623,Sankalp Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,V,,,,,-,,,,,,,-,,
4437944240,Gyan Model School,Once in two weeks,Regular school,Single shift,,V,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
8722837517,Saraswati Model School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
9197764186,Gyan Model School,Once in two weeks,Regular school,Double Shift,,V,,,,,-,,,,,,,-,,,V,,,,-,,,,,,,-,,
9094431065,Ujjwal Senior Secondary School,Daily,Vidya Jyoti school,Single shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
4725948721,Gyan Vidyalaya,Daily,Regular school,Double Shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
4416608054,Shanti High School,Daily,Vidya Jyoti school,Single shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
3944076070,Gyan High School,Two days a week,Regular school,Single shift,V,,V,,,,-,V,,V,,,,-,V,,V,,,,-,V,,V,,,,-,,
5823102723,Aarohan Senior Secondary School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
4528188228,Pragati Academy,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
5579358699,Sankalp Academy,Weekly,Regular school,Double Shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
6728289750,Adarsh Vidyalaya,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
4502745972,Vidya Public School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
6051010834,Saraswati High School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
3256635116,Pragati High School,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
1896045815,Shanti Senior Secondary School,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
9663708889,Utkarsh Senior Secondary School,Once in two weeks,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
7326283251,Aarohan Senior Secondary School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
5159165191,Vidya Model School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
7784258246,Aarohan Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
4377121936,Pragati Academy,Once in two weeks,Regular school,Single shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
1838127458,Navchetna Academy,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
2921682872,Adarsh High School,Weekly,Vidya Jyoti school,Single shift,,,V,,,-,-,,,,V,,-,-,,,V,,,-,-,,,,V,,-,-,,
1086045834,Shanti Senior Secondary School,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
3923121120,Jyoti Senior Secondary School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
4634828968,Jyoti Senior Secondary School,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
1626125002,Pragati High School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
1908505180,Navchetna Public School,Once in two weeks,Vidya Jyoti school,Double Shift,,,V,,,-,-,,,,,,-,-,,V,,,,-,-,,,,,,-,-,,
6806144503,Adarsh Public School,Two days a week,Regular school,Single shift,V,,,V,,,-,V,,,V,,,-,V,,,V,,,-,V,,,V,,,-,,
2741767124,Adarsh Vidyalaya,Two days a week,Regular school,Single shift,V,,,,V,,-,V,,,,V,,-,V,,,,V,,-,V,,,,V,,-,,
7282604262,Sankalp Public School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
1367452589,Adarsh Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
5831162941,Navchetna Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
2161265701,Vidya Academy,Monthly,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
8519110120,Shanti Public School,Monthly,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
3400261058,Sankalp Vidyalaya,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
3283598330,Ujjwal Senior Secondary School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,,V,-,,V,,,,,-,,,,,,,-,,
8039057214,Aarohan Model School,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,V,,,,,-,,,,,,,-,,
7132019532,Ujjwal High School,Once in two weeks,Vidya Jyoti school,Single shift,,,,,,-,-,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,
2518818779,Ujjwal Senior Secondary School,Weekly,Regular school,Double Shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
3304008615,Adarsh Academy,Once in two weeks,Vidya Jyoti school,Single shift,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,,,,V,-,-,,
4498500589,Saraswati Senior Secondary School,Once in two weeks,Vidya Jyoti school,Single shift,,,,,,-,-,,,,,V,-,-,,V,,,,-,-,,,,,,-,-,,
7429845731,Ujjwal Academy,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
8556747840,Saraswati Vidyalaya,Two days a week,Regular school,Single shift,V,,,,,V,-,V,,,,,V,-,V,,,,,V,-,V,,,,,V,-,,
3183816276,Vidya High School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
2496994073,Gyan Model School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6558274621,Saraswati Academy,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
8651122210,Saraswati Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
9332994684,Navchetna Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
4930624089,Jyoti Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
4787250058,Shanti High School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
8905413546,Navchetna Vidyalaya,Weekly,Regular school,Double Shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
4601841339,Vidya Academy,Weekly,Regular school,Double Shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
8257777386,Ujjwal Academy,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
8124611505,Jyoti Academy,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
7276828991,Jyoti Academy,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
6951805994,Adarsh Model School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
2606528327,Vidya Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,V,,,,,-,,,,,,,-,,
9970626917,Utkarsh High School,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,V,,,,,-,,,,,,,-,,
9516354050,Pragati High School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,V,,,,,-,,,,,,,-,,
5853637004,Ujjwal Public School,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
8284048986,Ujjwal Academy,Once in two weeks,Regular school,Single shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
7915994322,Adarsh Senior Secondary School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
8149819508,Saraswati Senior Secondary School,Weekly,Vidya Jyoti school,Double Shift,,,,,V,-,-,V,,,,,-,-,,,,,V,-,-,V,,,,,-,-,,
9831238157,Saraswati Senior Secondary School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6458256781,Ujjwal Model School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
7514357347,Ujjwal Senior Secondary School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
5545852591,Vidya Public School,Weekly,Vidya Jyoti school,Double Shift,,V,,,,-,-,,,V,,,-,-,,V,,,,-,-,,,V,,,-,-,,
4934074111,Ujjwal Senior Secondary School,Two days a week,Regular school,Double Shift,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,,
9072346397,Utkarsh Academy,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
2402427828,Utkarsh Model School,Daily,Regular school,Double Shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
6829090849,Gyan Public School,Once in two weeks,Vidya Jyoti school,Double Shift,,,V,,,-,-,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,
6494692735,Gyan Academy,Once in two weeks,Regular school,Double Shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
2707080058,Aarohan Senior Secondary School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
5848758638,Saraswati Vidyalaya,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
7865559745,Jyoti Academy,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
9348102376,Sankalp Public School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
1018909087,Aarohan High School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
9692392504,Pragati Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
6297654656,Shanti Vidyalaya,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
3155174684,Aarohan Public School,Two days a week,Regular school,Single shift,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,V,V,,,,,-,,
2301021956,Gyan Academy,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,V,,,-,,
9921533004,Pragati Public School,Weekly,Regular school,Single shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
4238595862,Sankalp Model School,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
3402875350,Adarsh Vidyalaya,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
1919850526,Aarohan Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
5492050029,Pragati Public School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
9090516380,Pragati Model School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
9265430189,Jyoti Senior Secondary School,Once in two weeks,Vidya Jyoti school,Double Shift,,,,,,-,-,,,,,V,-,-,,V,,,,-,-,,,,,,-,-,,
9551807303,Pragati Public School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
6148468188,Utkarsh Academy,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,V,,,,,-,,,,,,,-,,
7845915013,Pragati Public School,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,V,,,,,-,,,,,,,-,,
6870174816,Shanti Vidyalaya,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
4983316691,Jyoti Vidyalaya,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
6450815765,Saraswati Public School,Daily,Regular school,Double Shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
6487711946,Navchetna Vidyalaya,Two days a week,Vidya Jyoti school,Double Shift,,V,,V,,-,-,V,,,V,,-,-,,V,,V,,-,-,V,,,V,,-,-,,
4478867532,Pragati Academy,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
6458600125,Sankalp Model School,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
9021381202,Jyoti Senior Secondary School,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
7368405257,Saraswati High School,Daily,Vidya Jyoti school,Single shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
7650361874,Aarohan Model School,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
6427197298,Ujjwal Public School,Once in two weeks,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
9065905090,Jyoti Senior Secondary School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
4850907319,Ujjwal Model School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
2833362720,Ujjwal Senior Secondary School,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
5792681701,Utkarsh Public School,Weekly,Regular school,Double Shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
4170747988,Sankalp Vidyalaya,Two days a week,Regular school,Single shift,,V,,V,,,-,V,,,V,,,-,,V,,V,,,-,V,,,V,,,-,,
9839737642,Jyoti Model School,Once in two weeks,Regular school,Double Shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
1358010459,Jyoti Senior Secondary School,Weekly,Regular school,Single shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
4589816519,Jyoti Vidyalaya,Weekly,Vidya Jyoti school,Double Shift,,,,,V,-,-,V,,,,,-,-,,,,,V,-,-,V,,,,,-,-,,
3969214264,Shanti High School,Once in two weeks,Regular school,Double Shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
4352657072,Sankalp Academy,Monthly,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,,,,,,-,,
5727869922,Pragati Model School,Once in two weeks,Regular school,Single shift,,,,,,,-,,V,,,,,-,,,,,,,-,,,V,,,,-,,
3787968867,Adarsh Senior Secondary School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,V,,,,,-,,
7165426319,Gyan Model School,Once in two weeks,Vidya Jyoti school,Single shift,,,,,,-,-,,,,V,,-,-,,,,,,-,-,,,,,V,-,-,,
7976904494,Sankalp Public School,Daily,Vidya Jyoti school,Double Shift,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V,V,V,V,-,-,V,V
7916077102,Saraswati Vidyalaya,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,V,,,-,,,,,,,-,,,,,V,,-,,
2561085242,Aarohan Public School,Weekly,Regular school,Single shift,,,,,V,,-,,,,,,V,-,,,,,V,,-,,,,,,V,-,,
6850058004,Saraswati Senior Secondary School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
3723061999,Vidya Public School,Weekly,Regular school,Single shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
7402482155,Utkarsh Vidyalaya,Two days a week,Regular school,Single shift,,V,,,V,,-,V,,,,V,,-,,V,,,V,,-,V,,,,V,,-,,
1076239568,Adarsh Academy,Once in two weeks,Regular school,Single shift,,,,,,,-,,,,,V,,-,,,,,,,-,,,,,,V,-,,
9582880450,Sankalp Public School,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,,,,V,-,,,V,,,,-,,,,,,,-,,
6375723624,Navchetna Academy,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
2130976305,Gyan Academy,Once in two weeks,Regular school,Single shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
2309333562,Gyan Academy,Once in two weeks,Regular school,Double Shift,,,V,,,,-,,,,,,,-,,,,V,,,-,,,,,,,-,,
7885767228,Shanti Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,V,,,-,,,,,,,-,,,,,V,,-,,,,,,,-,,
1504573971,Adarsh Senior Secondary School,Weekly,Regular school,Single shift,,V,,,,,-,,,V,,,,-,,V,,,,,-,,,V,,,,-,,
2913428929,Utkarsh Senior Secondary School,Weekly,Regular school,Double Shift,,,V,,,,-,,,,V,,,-,,,V,,,,-,,,,V,,,-,,
6783076749,Sankalp Academy,Weekly,Regular school,Double Shift,,,,V,,,-,,,,,V,,-,,,,V,,,-,,,,,V,,-,,
8109072061,Saraswati Senior Secondary School,Daily,Regular school,Single shift,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V,V,V,V,V,-,V,V
3797929216,Adarsh Academy,Once in two weeks,Regular school,Single shift,,,,,V,,-,,,,,,,-,,,,,,V,-,,,,,,,-,,
9832587532,Pragati Senior Secondary School,Once in two weeks,Regular school,Double Shift,,,,,,V,-,,,,,,,-,,,,,,,-,,V,,,,,-,,
3254033497,Vidya High School,Once in two weeks,Regular school,Single shift,,,,,,,-,,,V,,,,-,,,,,,,-,,V,,,,,-,,
1971325796,Vidya Vidyalaya,Once in two weeks,Regular school,Double Shift,,,,,,,-,,,V,,,,-,,,,,,,-,,V,,,,,-,,
6924481102,Sankalp Academy,Weekly,Vidya Jyoti school,Double Shift,,V,,,,-,-,,,V,,,-,-,,V,,,,-,-,,,V,,,-,-,,
2791773018,Gyan Senior Secondary School,Weekly,Regular school,Single shift,,,,,,V,-,V,,,,,,-,,,,,,V,-,V,,,,,,-,,
4957384552,Adarsh Model School,Weekly,Regular school,Double Shift,V,,,,,,-,,V,,,,,-,V,,,,,,-,,V,,,,,-,,
